,Name,Year,Genre,Main Cast,Sinopsis,Score,Content Rating,Genre,Network,img url,Episode
555,Nice Witch,2018,"Comedy, Romance, Drama, Melodrama","Lee Da Hae, Ryu Soo Young, Ahn Woo Yeon, Bae Soo Bin, Yoon Se Ah, Shim Hyung Tak","A housewife too nice for her own good is married to an unemployed husband. She switches places with her selfish, opinionated twin sister, who works as a flight attendant. Although they are identical twins, they have polar opposite personalities. Aboard the plane, she meets the pilot, an abstinent bachelor, and their journey sets off. ,",7.9,15+ - Teens 15 or older,"Identity Swap,, Double Identity,, Identical Twin Female Lead,, Flight Attendant Female Lead,, Pilot Male Lead,, Innocent Female Lead,, ""Sisters Relationship,"", Brother-Sister Relationship,, Flashback To Past,, Attempted Assault",Viki,https://i.mydramalist.com/RPPorc.jpg?v=1,40 episodes
556,The Gentlemen of Wolgyesu Tailor Shop,2016,"Comedy, Romance, Life, Drama","Lee Dong Gun, Jo Yoon Hee, Cha In Pyo, Ra Mi Ran, Choi Won Young, Hyun Woo","Laurel Tree Tailor Shop is family-owned and has been in business for almost a century. Its master tailor, Lee Man Sool, has perfected the dying art of creating a made-to-measure suit. Man Sool departs, only leaving a note to his wife with instructions to sell the old-fashioned shop as the business is no longer viable and he just does not have the heart to do it himself. His wife, son, and daughter are all taken aback by his decision. His former apprentice is devastated by the news of Man Sool’s disappearance and contemplates the idea of returning to the shop, which his wife forbids. Family politics are at play when Dong Jin suddenly finds himself unseated as the president of his father-in-law’s company and his wife sues him for divorce. Dong Jin decides his best move is to return to his father’s tailor shop. The seamstresses want to keep the shop open until their boss’s return, but one lady is unsure as she keeps having negative experiences with Dong Jin. What will it take to save this beloved neighborhood shop? , are all taken aback by his decision. His former apprentice is devastated by the news of Man Sool’s disappearance and contemplates the idea of returning to the shop, which his wife forbids. Family politics are at play when Dong Jin suddenly finds himself unseated as the president of his father-in-law’s company and his wife sues him for divorce. Dong Jin decides his best move is to return to his father’s tailor shop. The seamstresses want to keep the shop open until their boss’s return, but one lady is unsure as she keeps having negative experiences with Dong Jin. What will it take to save this beloved neighborhood shop? ",7.9,Not Yet Rated,"Power Struggle,, Family Relationship,, Multiple Mains,, Multiple Couples,, Bromance,, Friendship",KBS World,https://i.mydramalist.com/Yo6EAc.jpg?v=1,54 episodes
557,Money Game,2020,"Mystery, Business, Drama, Political","Go Soo, Lee Sung Min, Shim Eun Kyung, Yoo Teo, Choi Deok Moon, Choi Woong","""Twenty years after the IMFs outbreak, the drama depicts the conflict between the head of the Financial Policy Bureau seeking to dispose of the Jungin Bank, which is on the verge of going bankrupt with a third of the governments shares, and the Chairman of Finance, who plans to hand over the bank to the Bahamas, a private equity fund on Wall Street. Chae Yi Heon, an economic government official who hides the fact that he’s from a wealthy family in order to be acknowledged for his own abilities. Heo Jae, an ambitious chairman who will do anything it takes to reach his goals, while Lee Hye Jun, a young woman who’s new to the workforce, but has passion and morality. "", the fact that he’s from a wealthy family in order to be acknowledged for his own abilities. Heo Jae, an ambitious chairman who will do anything it takes to reach his goals, while Lee Hye Jun, a young woman who’s new to the workforce, but has passion and morality. ",7.9,15+ - Teens 15 or older,"Power Struggle,, Corruption,, Teamwork,, Investigation,, Hardworking Female Lead,, Greed,, Office Worker,, Injustice,, Strong Female Lead,, Character Development",WeTV,https://i.mydramalist.com/1LOk5c.jpg?v=1,16 episodes
558,City Hall,2009,"Comedy, Romance, Drama, Political","Kim Sun Ah, Cha Seung Won, Lee Hyung Chul, Kim Jin Sung, Shin Jung Keun, Jung  Soo Young","""City Hall is a drama that deals with politics in a romantic comedy genre. Its about the happenings between a young woman mayor and an elite bureaucrat. Jo Gook is an exceedingly smart government official. He passed the Higher Civil Service quickly and basically is the perfect guy. But being a deputy mayor is not enough for him. He lives with the dream of becoming South Koreas President. He should have easily gone straight to the top, but due to an unexpected incident, he gets dispatched as a deputy mayor for a provincial small town, Inju City, where Shin Mi Rae is working. Shin Mi Rae is a low-ranking secretary in Inju, but she works her way up to become the youngest City Mayor. As their paths meet, they have to deal with each others personal and social differences. But despite their constant bickerings, will they end up in each others arms?"", "" gone straight to the top, but due to an unexpected incident, he gets dispatched as a deputy mayor for a provincial small town, Inju City, where Shin Mi Rae is working. Shin Mi Rae is a low-ranking secretary in Inju, but she works her way up to become the youngest City Mayor. As their paths meet, they have to deal with each others personal and social differences. But despite their constant bickerings, will they end up in each others arms?""",7.9,15+ - Teens 15 or older,"Public Officer Male Lead,, Political Campaign,, Abuse Of Power,, Political Corruption,, Ambitious Male Lead,, Civil Service,, Illegitimate Male Lead,, Political Intrigue,, Eccentric Female Lead,, Forbidden Love",Viki,https://i.mydramalist.com/l0yv4c.jpg?v=1,20 episodes
559,Delivery Man,2023,"Mystery, Comedy, Romance, Supernatural","Yoon Chan Young, Bang Min Ah, Kim Min Seok, Kim Seung Soo, Choi Tae Hwan, Heo Ji Na","""Seo Young Min is a taxi driver who ends up with an unusual clientele - ghosts. Strangely, he finds himself exclusively ferrying these otherworldly passengers and granting their wishes. One day, Kang Ji Hyun boards Seo Young Mins taxi, but with a catch: she has no recollection of her past life and is unable to leave the vehicle. She takes it upon herself to become Seo Young Mins taxis sales manager. Together, Seo Young Min and Kang Ji Hyun use the taxi to fulfill the wishes of various ghosts, even taking on the task of tracking down a serial killer. With the assistance of Do Kyu Jin, a handsome and diligent ER doctor, they try to prevent sinister events from occurring in the hospital. "", Seo Young Min and Kang Ji Hyun use the taxi to fulfill the wishes of various ghosts, even taking on the task of tracking down a serial killer. With the assistance of Do Kyu Jin, a handsome and diligent ER doctor, they try to prevent sinister events from occurring in the hospital. ",7.9,Not Yet Rated,"Taxi Setting,, Taxi Driver Male Lead,, Ghost Female Lead,, Ghost,, Death,, Ghost-seeing Male Lead,, Amnesia,, Investigation,, Death Of A Mother,, Ghost Supporting Character",Viki,https://i.mydramalist.com/BdvWqq_4c.jpg?v=1,12 episodes
560,The Painter of the Wind,2008,"Historical, Romance, Drama, Political","Park Shin Yang, Moon Geun Young, Ryu Seung Ryong, Bae Soo Bin, Im Ji Eun, Kim Eung Soo","""Shin Yoon Bok is a talented painter who disguises herself as a boy to search for her fathers murderer and meets a master painter who guides her into being a great painter. Kim Hong Do is the man who teaches Yoon Bok how to paint, and they develop a strong friendship of mentor and disciple. "",",7.9,15+ - Teens 15 or older,"Visual Arts,, Cross-Dressing,, Joseon Dynasty,, Older Man/Younger Woman,, Painter Female Lead,, Power Struggle,, Art,, LGBTQ+,, Hidden Identity,, Student-Teacher Relationship",Viki,https://i.mydramalist.com/9ozEac.jpg?v=1,20 episodes
561,Joseon Exorcist,2021,"Action, Historical, Drama, Fantasy","Kam Woo Sung, Jang Dong Yoon, Park Sung Hoon, Kim Dong Jun, Jung Hye Sung, Min Jin Woong","During the latter part of the 14th century, King Taejong abolished the Goryeo Dynasty in order to establish the Kingdom of Joseon. Some were aware of the deal he made with an evil spirit — which in turn used their power to possess humans who would control and terrorize the world. The king’s sons, Princes Chung Nyung and Yang Nyeong, are his main opposition, each with a different reason for standing in his way. The series was cancelled after two episodes., his way. The series was cancelled after two episodes.",7.9,18+ Restricted (violence & profanity),"Evil Spirit,, Joseon Dynasty,, Royal Family,, Family Relationship,, Dark Fantasy,, ""Brothers Relationship,"", Taejong,, Historical Figure,, Historical Fiction,, Greed",Viki,https://i.mydramalist.com/jZz4J_4c.jpg?v=1,2 episodes
562,Hospital Ship,2017,"Romance, Drama, Medical","Ha Ji Won, Kang Min Hyuk, Lee Seo Won, Kim Tae I, Mina, Kim Kwang Gyu","Army doctors board a hospital ship, which is a floating hospital that serves people who live on remote islands. But were these doctors interested in helping underprivileged people for free? Not at all. There is the non-army doctor Eun Jae, a cold perfectionist surgeon whose fast-track career was derailed. Kwak Hyun who practices internal medicine is the first army doctor to volunteer for duty on the hospital ship. Then there is the irritating Jae Geol, an oriental medicine doctor who drew the short straw and now has to serve on the hospital ship. A bunch of doctors with different backgrounds finds themselves afloat at sea. They are too old to be called youthful doctors as they are all in their thirties. Though they have skills obtained through long years of studying in medical school, their hearts and souls are barren. This is a coming-of-age story about doctors who have experienced setbacks in life that they are trying to bounce back from while they learn how to be a compassionate doctor and pursue fulfilling lives. , irritating Jae Geol, an oriental medicine doctor who drew the short straw and now has to serve on the hospital ship. A bunch of doctors with different backgrounds finds themselves afloat at sea. They are too old to be called youthful doctors as they are all in their thirties. Though they have skills obtained through long years of studying in medical school, their hearts and souls are barren. This is a coming-of-age story about doctors who have experienced setbacks in life that they are trying to bounce back from while they learn how to be a compassionate doctor and pursue fulfilling lives. ",7.9,15+ - Teens 15 or older,"Older Woman/Younger Man,, Hardworking Female Lead,, Wrongfully Accused,, Teamwork,, Smart Female Lead,, Smart Male Lead,, Tearjerker,, Elderly Care,, Heartbreak,, Cohabitation",Viki,https://i.mydramalist.com/xkNgyc.jpg?v=1,40 episodes
563,The Girl Who Sees Scents,2015,"Mystery, Romance, Supernatural","Park Yoo Chun, Shin Se Kyung, Namkoong Min, Yoon Jin Seo, Song Jong Ho, Lee Won Jong","Officer Choi Moo Gak lost his younger sister to a barcode-murder case and lost his ability to taste, smell, and feel pain. He then meets a girl named Oh Cho Rim, who is the only witness to the murder case and possesses a special sixth sense, which is the ability to see smells. Adapted from the webtoon ""Naemsaereul Boneun Sonyeo"" by Man Chwi. ,",7.9,15+ - Teens 15 or older,"Amnesia,, Tragic Past,, Nice Male Lead,, Prosopagnosia,, Female Chases Male First,, Synesthesia,, Special Power,, Orphan Female Lead,, Strong Female Lead,, Murder","Viki, Netflix",https://i.mydramalist.com/NRE0ec.jpg?v=1,16 episodes
564,"My Lawyer, Mr. Jo",2016,"Mystery, Comedy, Law","Park Shin Yang, Kang So Ra, Park Sol Mi, Ryu Soo Young, Heo Jung Eun, Kang Shin Il","Once a star prosecutor with a bright future, Jo Deul Ho loses everything after becoming a whistleblower against the intolerable corruption he witnesses. He instead rebuilds his life as a lawyer at a small neighborhood law practice, committed to justice and protecting the innocent. ,",7.9,15+ - Teens 15 or older,"Adapted From A Webtoon,, Investigation,, Law Firm Setting,, Criminal Justice System,, Lawyer Male Lead,, Wrongfully Accused,, Death,, Misunderstanding,, Strong Female Lead",Viki,https://i.mydramalist.com/0xzyYc.jpg?v=1,20 episodes
565,High Kick Through the Roof!,2009,"Comedy, Romance, Drama, Sitcom","Shin Se Kyung, Seo Shin Ae, Lee Soon Jae, Oh Hyun Kyung, Jeong Bo Seok, Choi Daniel","""Shin Se Kyung and Shin Shin Ae are a pair of sisters who came to work as maids in Foodstuff company President Lee Sun Jaes house after their debt-ridden father Shin Dal Ho runs away leaving them to fend for themselves. Due to the sisters living their lives in the mountains, everything in the city (outside world) are both new and curious for them especially for the younger sister, Shin Ae. Living together with President Lee is his daughter Lee Hyun Kyung, son-in-law Jung Bo Suk, doctor-to-be son Lee Ji Hun, grandson Jung Jun Hyuk who is a high school student and grand-daughter Jung Hae Ri Jun Hyuks school deen, Kim Ja Ok, is in love with President Lee who is widowed."", "" together with President Lee is his daughter Lee Hyun Kyung, son-in-law Jung Bo Suk, doctor-to-be son Lee Ji Hun, grandson Jung Jun Hyuk who is a high school student and grand-daughter Jung Hae Ri Jun Hyuks school deen, Kim Ja Ok, is in love with President Lee who is widowed.""",7.9,15+ - Teens 15 or older,"Student Female Lead,, Student Male Lead,, School Setting,, Teenager Female Lead,, Teenager Male Lead,, Family Relationship,, Multiple Mains,, Older Woman/Younger Man,, High School,, Multiple Couples","Viki, 옛드 : 옛날 드라마 드라맛집",https://i.mydramalist.com/Kp5wRc.jpg?v=1,126 episodes
